STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       5792;20171218;    3;  13.6;   7.1;    3;   4.8;   7;    0.067; 270;   7.7;   1.6;  702.98;  -15.7;   88.46;  -13.5;  -19.3;-999;eor
       5792;20171219;    3;  13.7;   6.9;    3;   2.7;   7;    7.950; 275;   4.0;   1.5;  709.11;  -15.0;   76.92;  -12.5;  -16.3;-999;eor
       5792;20171220;    3;  10.3;   4.5;    3;   0.6;   7;    5.933; 260;   3.0;   1.5;  711.48;  -13.4;   71.13;   -9.7;  -15.1;-999;eor
       5792;20171221;    3;  19.5;   8.2;    3;  16.8;   7;    3.150; 240;   6.7;   2.8;  716.07;   -7.9;   80.96;   -5.8;  -11.2;-999;eor
       5792;20171222;    3;  15.3;   7.3;    3;  11.4;   7;    0.000; 255;   8.0;   3.3;  716.27;   -7.5;   94.42;   -6.3;   -9.1;-999;eor
       5792;20171223;    3;  15.9;   7.7;    3;   0.0;   0;    7.400; 250;   2.3;   2.5;  717.17;   -8.0;   75.13;   -5.4;  -11.3;-999;eor
       5792;20171224;    3;  17.4;   8.5;    3;   0.0;   0;    8.433; 235;   0.3;   1.8;  716.47;   -3.9;   39.88;   -1.8;   -5.9;-999;eor
       5792;20171225;    3;  20.9;  11.2;    3;   0.0;   0;    8.400; 230;   0.7;   1.2;  711.86;   -1.0;   20.96;    0.9;   -3.3;-999;eor
       5792;20171226;    3;  31.8;  12.6;    3;   0.0;   0;    7.050; 230;   6.3;   2.2;  699.98;   -7.8;   67.00;   -3.1;  -10.7;-999;eor
       5792;20171227;    3;  35.4;  12.0;    3;   9.7;   7;    3.467; 225;   7.3;   2.5;  685.08;  -10.2;   87.63;   -8.8;  -15.0;-999;eor
       5792;20171228;    3;  24.5;   9.8;    3;  14.8;   7;    0.000; 230;   8.0;   1.4;  685.48;  -16.8;   87.58;  -14.9;  -19.7;-999;eor
       5792;20171229;    3;  32.2;  10.6;    3;  11.0;   7;    6.933; 240;   3.0;   1.4;  693.16;  -17.2;   84.75;  -10.7;  -21.0;-999;eor
       5792;20171230;    3;  33.2;  14.7;    3;  18.3;   7;    0.000; 255;   7.7;   3.2;  698.93;   -8.4;   91.04;   -3.4;  -15.2;-999;eor
       5792;20171231;    3;  32.5;  16.4;    3;   3.4;   7;    7.933; 270;   3.3;   2.5;  705.05;   -4.1;   60.00;    0.3;   -7.8;-999;eor
       5792;20180101;    3;  31.4;  11.8;    3;   5.3;   7;    2.133; 263;   6.0;   2.2;  698.43;  -10.2;   78.67;   -5.2;  -13.2;-999;eor
       5792;20180102;    3;  27.2;  11.5;    3;  14.2;   7;    0.067; 260;   6.7;   1.9;  698.88;  -13.4;   87.58;   -7.2;  -15.8;-999;eor
       5792;20180103;    3;  48.6;  18.3;    3;  14.4;   7;    0.017; 270;   8.0;   3.0;  694.87;   -8.8;   92.08;   -4.1;  -13.7;-999;eor
       5792;20180104;    3;  35.7;  15.8;    3;  39.5;   7;    0.000; 280;   8.0;   3.6;  694.91;   -7.0;   95.38;   -3.3;  -12.9;-999;eor
       5792;20180105;    3;  30.6;  13.6;    3;   0.0;   7;    4.567; 310;   6.7;   3.6;  698.36;   -5.0;   84.75;   -3.1;   -6.7;-999;eor
       5792;20180106;    3;  27.0;  13.7;    3;   0.0;   0;    8.167; 305;   3.7;   2.8;  700.52;   -5.9;   72.00;   -3.9;   -6.8;-999;eor
       5792;20180107;    3;  29.3;  11.4;    3;   0.0;   0;    0.000; 305;   7.0;   2.9;  707.02;   -5.8;   72.71;   -3.2;   -7.1;-999;eor
       5792;20180108;    3;  44.2;  14.7;    3;   0.0;   7;    3.767; 305;   3.7;   3.1;  709.18;   -6.1;   79.38;   -3.5;   -7.2;-999;eor
       5792;20180109;    3;  45.3;  16.7;    3;   2.5;   7;    5.817; 305;   5.0;   2.9;  704.37;   -7.4;   81.83;   -5.2;   -9.9;-999;eor
       5792;20180110;    3;  19.6;   5.5;    3;   0.0;   0;    8.350; 305;   4.3;   2.2;  701.38;   -9.7;   73.25;   -8.0;  -11.9;-999;eor
       5792;20180111;    3;  12.1;   3.1;    3;   6.5;   7;    0.000; 300;   8.0;   2.4;  701.07;  -10.9;   89.96;   -9.7;  -11.9;-999;eor
       5792;20180112;    3;  15.7;   7.0;    3;   0.0;   0;    8.350; 305;   2.7;   1.8;  705.63;  -11.1;   71.54;   -9.3;  -12.3;-999;eor
       5792;20180113;    3;   7.8;   3.5;    3;   0.0;   0;    8.767; 300;   0.3;   1.5;  706.10;   -8.2;   44.96;   -1.8;   -9.7;-999;eor
       5792;20180114;    3;  15.7;   6.5;    3;   0.0;   0;    7.900; 300;   2.7;   1.7;  703.21;  -11.5;   67.79;   -8.6;  -13.7;-999;eor
       5792;20180115;    3;  34.8;  11.0;    3;   1.6;   7;    5.667; 295;   3.0;   1.8;  701.36;  -12.0;   75.46;   -8.4;  -13.8;-999;eor
       5792;20180116;    3;  39.8;  17.7;    3;  28.5;   7;    0.050; 290;   8.0;   2.7;  691.93;   -9.7;   90.88;   -9.1;  -11.5;-999;eor
       5792;20180117;    3;  35.0;  10.9;    3;  24.0;   7;    0.000; 320;   8.0;   1.6;  689.85;  -15.7;   88.21;  -11.3;  -18.3;-999;eor
       5792;20180118;    3;  43.8;  18.3;    3;  20.3;   7;    0.100; 335;   8.0;   2.5;  695.56;  -10.9;   93.00;   -7.9;  -16.3;-999;eor
       5792;20180119;    3;  30.7;  10.6;    3;  32.6;   7;    0.250; 360;   8.0;   2.1;  695.97;  -12.9;   90.08;   -8.2;  -15.4;-999;eor
       5792;20180120;    3;  41.7;  16.1;    3;  29.8;   7;    1.117; 395;   8.0;   1.9;  693.30;  -13.7;   88.38;   -9.1;  -17.0;-999;eor
       5792;20180121;    3;  28.9;  10.8;    3;  26.4;   7;    0.017; 420;   7.3;   1.8;  695.41;  -14.4;   87.46;   -9.5;  -18.5;-999;eor
       5792;20180122;    3;  32.2;  13.0;    3;  45.5;   7;    0.000; 440;   8.0;   3.3;  700.27;   -7.3;   93.50;   -5.7;  -10.0;-999;eor
       5792;20180123;    3;  23.0;   8.9;    3;   4.5;   7;    5.133; 475;   4.3;   2.4;  709.19;   -9.8;   84.04;   -8.2;  -11.4;-999;eor
       5792;20180124;    3;  22.9;   9.5;    3;   0.0;   7;    7.133; 455;   7.3;   3.2;  713.73;   -4.4;   72.38;   -2.0;   -9.1;-999;eor
       5792;20180125;    3;  24.8;   9.4;    3;   0.0;   0;    5.433; 440;   7.3;   2.5;  709.09;   -4.0;   54.54;   -1.7;   -7.2;-999;eor
       5792;20180126;    3;  27.3;  11.8;    3;   0.0;   0;    3.200; 435;   4.3;   2.7;  706.54;   -6.7;   72.04;   -4.8;   -8.0;-999;eor
       5792;20180127;    3;  19.5;  10.1;    3;   0.0;   0;    9.033; 430;   2.7;   3.0;  713.92;   -6.2;   77.75;   -4.7;   -7.6;-999;eor
       5792;20180128;    3;  21.7;   9.4;    3;   0.0;   7;    0.100; 425;   7.0;   3.3;  718.99;   -6.0;   81.79;   -3.4;   -8.5;-999;eor
       5792;20180129;    3;  22.1;   8.2;    3;   0.0;   7;    9.450; 415;   1.0;   2.9;  717.72;   -4.2;   65.42;   -1.0;   -7.3;-999;eor
       5792;20180130;    3;  21.4;  10.2;    3;   0.0;   7;    7.833; 405;   5.0;   1.7;  713.25;   -6.2;   46.79;   -3.2;   -9.3;-999;eor
       5792;20180131;    3;  27.2;  13.2;    3;   0.0;   7;    5.950; 400;   3.0;   2.3;  704.80;   -5.6;   57.42;   -3.2;   -8.1;-999;eor
       5792;20180201;    3;  28.3;  10.3;    3;  11.6;   7;    0.000; 400;   8.0;   2.1;  692.59;  -12.6;   87.25;   -7.4;  -16.2;-999;eor
       5792;20180202;    3;  13.3;   5.9;    3;   0.2;   7;    5.367; 420;   5.7;   1.3;  692.15;  -16.7;   75.92;  -15.3;  -18.1;-999;eor
       5792;20180203;    3;   9.4;   4.3;    3;   1.8;   7;    0.067; 420;   8.0;   1.3;  690.51;  -17.8;   86.50;  -16.5;  -18.6;-999;eor
       5792;20180204;    3;  13.0;   4.1;    3;   0.0;   7;    1.217; 405;   5.7;   1.3;  695.53;  -17.5;   85.38;  -16.0;  -18.5;-999;eor
       5792;20180205;    3;  22.1;   9.8;    3;   0.1;   7;    6.033; 400;   5.7;   1.7;  701.16;  -13.1;   75.83;  -10.8;  -16.4;-999;eor
       5792;20180206;    3;  13.6;   6.7;    3;   0.0;   7;    5.750; 390;   6.0;   1.9;  698.53;  -10.4;   67.17;   -7.6;  -11.8;-999;eor
       5792;20180207;    3;   9.5;   3.5;    3;   1.1;   7;    1.933; 390;   7.3;   2.2;  695.57;  -11.3;   84.71;   -9.7;  -13.2;-999;eor
       5792;20180208;    3;  11.5;   2.5;    3;   0.1;   7;    6.883; 390;   4.3;   2.0;  698.86;  -12.3;   85.13;   -9.6;  -13.1;-999;eor
       5792;20180209;    3;  16.4;   5.6;    3;   0.3;   7;    9.433; 385;   1.7;   1.7;  698.72;  -13.1;   77.58;  -10.5;  -14.3;-999;eor
       5792;20180210;    3;   9.6;   2.9;    3;   0.2;   7;    5.100; 380;   3.0;   1.6;  697.83;  -15.0;   83.75;  -12.6;  -17.0;-999;eor
       5792;20180211;    3;  22.7;   8.4;    3;  11.2;   7;    1.400; 380;   6.0;   2.2;  695.57;  -11.0;   80.92;   -7.9;  -14.5;-999;eor
       5792;20180212;    3;  16.0;   5.6;    3;  11.3;   7;    0.183; 390;   8.0;   1.4;  695.24;  -17.7;   89.75;  -13.8;  -20.3;-999;eor
       5792;20180213;    3;  11.0;   4.5;    3;   0.0;   0;    9.917; 410;   0.7;   0.8;  694.16;  -19.8;   61.29;  -17.3;  -22.2;-999;eor
       5792;20180214;    3;  11.2;   6.1;    3;   0.0;   0;   10.167; 385;   0.3;   0.6;  696.00;  -19.3;   42.00;  -17.0;  -20.4;-999;eor
       5792;20180215;    3;  23.6;  10.6;    3;  29.1;   7;    0.050; 380;   7.7;   2.4;  703.40;   -9.0;   65.54;   -4.4;  -17.2;-999;eor
       5792;20180216;    3;  25.7;  10.9;    3;  11.5;   7;    0.000; 400;   8.0;   3.6;  708.80;   -6.5;   96.50;   -4.4;   -8.2;-999;eor
       5792;20180217;    3;  27.3;  12.4;    3;   5.1;   7;    1.383; 400;   7.3;   3.3;  704.65;   -7.0;   91.38;   -4.8;  -11.5;-999;eor
       5792;20180218;    3;  17.8;   5.6;    3;   0.0;   7;    8.633; 400;   4.3;   1.9;  703.40;  -13.1;   83.88;  -11.4;  -14.1;-999;eor
       5792;20180219;    3;  12.7;   5.4;    3;   0.0;   0;    9.850; 395;   3.0;   1.7;  699.30;  -12.7;   70.04;   -8.0;  -16.1;-999;eor
       5792;20180220;    3;  11.5;   4.0;    3;   1.2;   7;    3.700; 390;   6.7;   1.3;  694.55;  -16.2;   73.71;  -12.8;  -18.7;-999;eor
       5792;20180221;    3;  22.1;   8.9;    3;   1.2;   7;    6.583; 390;   6.0;   1.4;  695.49;  -16.7;   85.92;  -14.6;  -19.1;-999;eor
       5792;20180222;    3;  21.3;  10.6;    3;   0.0;   0;    5.283; 390;   6.0;   1.8;  694.08;  -13.8;   86.17;  -12.4;  -15.8;-999;eor
       5792;20180223;    3;  20.3;   9.3;    3;   0.0;   0;    8.917; 390;   5.0;   2.2;  696.48;  -10.3;   76.79;   -7.7;  -13.0;-999;eor
       5792;20180224;    3;  11.1;   4.3;    3;   0.0;   0;   10.817; 385;   1.7;   2.2;  699.47;   -7.4;   62.50;   -4.8;  -11.1;-999;eor
       5792;20180225;    3;  13.6;   4.8;    3;   0.0;   0;   10.417; 385;   1.3;   0.4;  694.12;  -19.0;   30.42;  -11.0;  -26.8;-999;eor
       5792;20180226;    3;  19.1;   6.7;    3;   0.0;   0;    9.833; 380;   2.7;   0.4;  687.80;  -27.8;   59.29;  -26.3;  -30.5;-999;eor
       5792;20180227;    3;  17.1;   6.4;    3;   0.0;   0;    8.950; 380;   5.7;   0.5;  685.37;  -26.5;   76.25;  -24.0;  -28.9;-999;eor
       5792;20180228;    3;  18.5;   6.2;    3;   0.0;   7;   10.167; 380;   3.3;   0.6;  690.00;  -19.8;   47.63;  -11.5;  -25.1;-999;eor
       5792;20180301;    3;  17.4;   8.2;    3;   0.5;   7;    2.333; 380;   7.3;   2.9;  691.63;   -7.9;   84.71;   -4.8;  -12.7;-999;eor
       5792;20180302;    3;  25.0;  10.4;    3;   1.6;   7;    5.400; 380;   5.0;   2.9;  687.80;   -7.3;   81.17;   -4.4;  -13.8;-999;eor
       5792;20180303;    3;  22.0;   9.1;    3;   3.3;   7;    4.450; 380;   6.7;   1.8;  688.70;  -10.2;   64.29;   -6.3;  -14.0;-999;eor
       5792;20180304;    3;  22.6;  10.2;    3;   0.3;   7;   10.550; 380;   3.0;   1.9;  692.62;   -8.6;   63.13;   -5.2;  -11.8;-999;eor
       5792;20180305;    3;  17.5;   7.1;    3;   1.1;   7;    5.667; 380;   7.3;   2.6;  689.80;   -8.9;   83.00;   -7.1;  -10.6;-999;eor
       5792;20180306;    3;  14.6;   5.4;    3;   7.3;   7;    0.000; 375;   7.7;   2.5;  685.50;  -10.3;   90.54;   -8.5;  -11.9;-999;eor
       5792;20180307;    3;  19.9;   6.8;    3;  11.6;   7;    0.000; 380;   8.0;   2.3;  689.72;  -11.5;   89.79;   -8.2;  -13.6;-999;eor
       5792;20180308;    3;  24.4;  11.9;    3;   0.3;   7;    7.300; 385;   6.3;   1.6;  695.93;  -12.2;   68.96;   -9.6;  -14.1;-999;eor
       5792;20180309;    3;  29.1;  14.7;    3;   0.0;   7;    0.233; 375;   7.3;   3.2;  701.18;   -7.2;   86.50;   -3.7;  -11.4;-999;eor
       5792;20180310;    3;  26.0;  11.1;    3;   2.1;   7;    0.000; 375;   7.7;   4.0;  701.56;   -4.0;   88.63;   -2.5;   -4.9;-999;eor
       5792;20180311;    3;  28.6;  10.3;    3;   0.3;   7;    0.733; 375;   6.7;   3.7;  696.77;   -4.3;   83.71;   -2.2;   -5.6;-999;eor
       5792;20180312;    3;  26.1;  10.3;    3;   5.8;   7;    3.183; 375;   7.7;   3.2;  693.13;   -7.6;   93.17;   -5.5;   -9.5;-999;eor
       5792;20180313;    3;  24.7;   9.7;    3;  10.8;   7;    4.083; 380;   6.7;   2.6;  697.03;  -10.1;   91.00;   -9.0;  -11.8;-999;eor
       5792;20180314;    3;  17.2;   7.9;    3;   0.0;   7;    5.400; 390;   5.3;   2.3;  699.25;  -10.4;   83.71;   -8.5;  -12.2;-999;eor
       5792;20180315;    3;  30.1;   8.9;    3;  12.5;   7;    3.150; 380;   6.7;   2.2;  694.05;   -6.7;   58.92;   -4.3;   -9.9;-999;eor
       5792;20180316;    3;  17.7;   6.9;    3;   0.1;   7;    2.433; 390;   7.3;   2.8;  694.07;   -9.4;   91.42;   -7.6;  -11.6;-999;eor
       5792;20180317;    3;  17.4;   7.7;    3;   2.1;   7;    4.967; 390;   7.0;   2.8;  688.63;   -8.9;   88.54;   -6.8;  -10.3;-999;eor
       5792;20180318;    3;  12.5;   6.0;    3;   1.8;   7;    6.217; 390;   7.3;   2.5;  688.16;  -10.0;   88.33;   -7.4;  -11.7;-999;eor
       5792;20180319;    3;  10.9;   4.0;    3;   5.7;   7;    0.050; 390;   8.0;   2.0;  690.12;  -12.7;   88.42;  -11.4;  -14.8;-999;eor
       5792;20180320;    3;  13.1;   5.3;    3;   3.9;   7;    6.283; 395;   5.0;   1.4;  693.70;  -17.1;   81.00;  -14.0;  -22.2;-999;eor
       5792;20180321;    3;  13.6;   4.6;    3;   4.0;   7;    5.600; 395;   5.3;   1.1;  700.75;  -17.4;   70.25;  -13.8;  -19.5;-999;eor
       5792;20180322;    3;  14.6;   6.8;    3;   7.5;   7;    8.067; 395;   5.3;   1.1;  699.57;  -14.7;   58.58;  -11.0;  -16.3;-999;eor
       5792;20180323;    3;  13.0;   5.4;    3;   1.1;   7;    2.817; 420;   7.7;   1.9;  693.73;  -13.7;   86.67;   -7.4;  -15.6;-999;eor
       5792;20180324;    3;   9.9;   4.5;    3;   0.0;   0;   12.417; 415;   2.0;   1.1;  692.01;   -9.4;   39.17;   -4.6;  -14.5;-999;eor
       5792;20180325;    3;   9.4;   2.8;    3;   0.5;   7;    9.300; 410;   5.3;   1.9;  696.37;   -8.9;   59.88;   -5.9;  -10.9;-999;eor
       5792;20180326;    3;  12.1;   5.2;    3;  11.2;   7;    0.000; 405;   8.0;   2.4;  699.57;  -11.0;   90.17;  -10.0;  -12.4;-999;eor
       5792;20180327;    3;  25.4;   8.6;    3;  22.6;   7;    1.800; 415;   7.7;   2.2;  699.84;  -12.2;   89.17;   -8.8;  -13.7;-999;eor
       5792;20180328;    3;  33.1;  14.2;    3;   7.5;   7;    0.133; 425;   8.0;   3.5;  698.20;   -7.1;   96.29;   -5.2;   -9.0;-999;eor
       5792;20180329;    3;  21.2;   8.3;    3;   3.9;   7;    1.783; 430;   8.0;   3.1;  697.15;   -8.3;   94.04;   -5.9;  -10.1;-999;eor
       5792;20180330;    3;  29.7;  10.8;    3;   2.5;   7;    5.083; 435;   5.3;   3.2;  695.79;   -7.3;   91.38;   -6.0;   -8.9;-999;eor
       5792;20180331;    3;  16.9;   6.1;    3;  16.5;   7;    3.967; 425;   7.7;   2.8;  690.88;   -9.2;   91.46;   -6.0;  -12.8;-999;eor
       5792;20180401;    3;  24.1;  10.1;    3;   7.0;   7;    0.350; 440;   8.0;   2.2;  696.42;  -12.5;   94.00;  -11.6;  -13.7;-999;eor
       5792;20180402;    3;  24.3;  13.0;    3;   0.0;   0;    9.283; 440;   4.3;   2.5;  702.17;   -7.6;   68.46;   -2.4;  -14.3;-999;eor
       5792;20180403;    3;  32.5;  13.0;    3;   0.0;   0;    6.833; 435;   7.0;   3.7;  703.73;   -3.2;   75.92;   -1.2;   -5.4;-999;eor
       5792;20180404;    3;  36.9;  13.3;    3;   0.5;   7;    8.417; 425;   6.7;   3.6;  702.61;   -3.7;   77.63;   -1.8;   -6.2;-999;eor
       5792;20180405;    3;  21.3;   8.0;    3;   6.3;   7;    1.883; 425;   7.3;   3.3;  704.38;   -7.6;   94.04;   -6.2;  -11.3;-999;eor
       5792;20180406;    3;  12.5;   6.1;    3;   0.0;   0;   13.133; 425;   3.3;   1.0;  709.47;   -2.9;   25.58;    1.8;  -12.2;-999;eor
       5792;20180407;    3;  13.7;   3.2;    3;   0.0;   0;   13.100; 420;   0.0;   2.0;  709.65;    1.4;   30.29;    6.3;   -1.1;-999;eor
       5792;20180408;    3;  20.6;   9.0;    3;   0.0;   0;   12.183; 415;   2.0;   3.1;  706.61;    0.4;   49.29;    1.8;   -0.9;-999;eor
       5792;20180409;    3;  19.3;   7.5;    3;   0.0;   0;    0.683; 415;   7.0;   3.0;  703.10;   -1.8;   57.17;    1.6;   -4.5;-999;eor
       5792;20180410;    3;  17.4;   6.5;    3;   0.0;   0;    9.067; 410;   6.0;   3.5;  700.18;   -3.7;   76.13;   -0.8;   -6.6;-999;eor
       5792;20180411;    3;  27.9;   9.0;    3;   0.0;   0;    9.067; 410;   4.0;   2.9;  699.77;   -5.4;   70.83;   -3.5;   -8.9;-999;eor
       5792;20180412;    3;  38.2;  14.9;    3;   1.3;   7;    7.700; 405;   6.0;   3.4;  698.17;   -4.8;   79.13;   -3.6;   -5.7;-999;eor
       5792;20180413;    3;  26.6;   7.9;    3;   0.0;   7;    6.200; 405;   7.0;   3.1;  702.52;   -5.8;   77.13;   -3.9;   -7.9;-999;eor
       5792;20180414;    3;  15.9;   6.5;    3;   0.0;   0;   11.867; 405;   5.0;   2.7;  710.78;   -2.1;   51.50;    1.9;   -6.6;-999;eor
       5792;20180415;    3;  17.4;   7.2;    3;   7.2;   7;    2.317; 400;   7.7;   3.6;  707.94;   -0.8;   63.75;    0.9;   -2.8;-999;eor
       5792;20180416;    3;   8.2;   3.4;    3;   6.5;   7;    0.000; 400;   8.0;   4.7;  707.64;   -3.1;   96.88;   -2.2;   -4.2;-999;eor
       5792;20180417;    3;   7.4;   2.7;    3;   0.0;   0;    7.450; 405;   7.3;   4.4;  715.64;   -3.3;   92.29;   -0.9;   -4.6;-999;eor
       5792;20180418;    3;  22.5;   8.8;    3;   0.0;   0;   13.650; 400;   2.0;   2.2;  720.77;   -0.5;   37.17;    1.6;   -3.3;-999;eor
       5792;20180419;    3;  14.6;   6.8;    3;   0.0;   0;   13.583; 400;   0.7;   2.7;  721.45;    3.5;   34.58;    7.2;    0.4;-999;eor
       5792;20180420;    3;  13.9;   5.3;    3;   0.0;   0;   13.667; 400;   2.3;   2.6;  719.89;    4.9;   30.54;    8.2;    2.5;-999;eor
       5792;20180421;    3;   6.2;   2.1;    3;   0.0;   0;   12.850; 390;   3.3;   4.8;  716.93;    4.0;   59.04;    8.1;    1.1;-999;eor
       5792;20180422;    3;   9.1;   3.9;    3;   0.0;   0;   11.983; 380;   2.3;   5.2;  714.37;    2.2;   72.50;    6.6;    0.6;-999;eor
       5792;20180423;    3;  19.0;   4.6;    3;   3.0;   7;    6.500; 375;   7.3;   5.5;  713.27;    0.7;   86.54;    3.9;   -1.7;-999;eor
       5792;20180424;    3;  18.6;   6.7;    3;   0.0;   0;   10.850; 370;   4.3;   4.5;  712.53;   -0.7;   78.21;    1.6;   -3.6;-999;eor
       5792;20180425;    3;  21.6;   8.9;    3;   2.2;   7;   12.083; 365;   4.7;   4.2;  710.83;    0.9;   65.08;    3.0;   -0.8;-999;eor
       5792;20180426;    3;  21.1;   8.6;    3;   0.0;   0;    4.300; 365;   7.3;   4.4;  708.31;   -4.3;   97.92;   -0.4;   -7.4;-999;eor
       5792;20180427;    3;  28.0;  11.1;    3;   0.0;   0;   12.383; 365;   5.0;   4.7;  707.91;   -0.4;   78.38;    3.6;   -7.2;-999;eor
       5792;20180428;    3;  19.9;   7.4;    3;   0.0;   0;   12.133; 360;   4.3;   4.7;  709.07;    1.0;   70.75;    5.0;   -0.8;-999;eor
       5792;20180429;    3;  35.8;  12.5;    3;   0.1;   7;    9.583; 360;   4.7;   5.1;  705.93;    0.6;   80.00;    3.1;   -1.3;-999;eor
       5792;20180430;    3;  27.9;  10.0;    3;   0.0;   7;    8.233; 350;   5.3;   4.6;  701.75;   -2.6;   91.13;   -1.0;   -4.6;-999;eor
       5792;20180501;    3;  14.7;   7.9;    3;   0.0;   7;    3.283; 350;   8.0;   4.2;  703.70;   -4.4;   93.92;   -2.8;   -5.4;-999;eor
       5792;20180502;    3;  18.6;  10.4;    3;   0.1;   7;    3.717; 350;   7.0;   4.9;  704.44;   -2.1;   93.67;   -0.4;   -4.6;-999;eor
       5792;20180503;    3;  15.3;   8.4;    3;   0.0;   0;    7.267; 345;   7.0;   5.7;  706.63;   -0.6;   96.75;    1.2;   -1.9;-999;eor
       5792;20180504;    3;  18.5;   8.5;    3;   0.0;   0;    3.467; 340;   6.3;   6.1;  709.95;    0.2;   99.04;    1.6;   -1.0;-999;eor
       5792;20180505;    3;  17.2;   8.1;    3;   0.0;   6;    5.717; 335;   6.0;   6.1;  713.54;    1.2;   90.96;    3.0;   -1.1;-999;eor
       5792;20180506;    3;  10.8;   3.4;    3;   0.0;   0;   14.367; 330;   1.3;   5.0;  714.66;    2.2;   70.17;    5.6;   -0.3;-999;eor
       5792;20180507;    3;  14.6;   5.3;    3;   0.7;   7;   10.050; 325;   2.7;   5.3;  711.96;    1.7;   77.25;    4.7;    0.1;-999;eor
       5792;20180508;    3;   8.8;   3.0;    3;   0.0;   0;   10.883; 320;   3.7;   4.5;  707.62;    0.7;   70.17;    3.2;   -1.4;-999;eor
       5792;20180509;    3;  11.0;   4.0;    3;   2.8;   7;    5.550; 315;   5.7;   4.4;  703.77;   -2.2;   84.88;   -0.5;   -3.8;-999;eor
       5792;20180510;    3;  15.3;   5.1;    3;  11.9;   7;    3.517; 315;   7.3;   5.2;  706.98;   -1.5;   94.46;    2.0;   -3.2;-999;eor
       5792;20180511;    3;  12.0;   4.3;    3;   0.2;   7;    9.133; 315;   3.3;   5.3;  711.70;   -0.1;   87.83;    3.7;   -3.1;-999;eor
       5792;20180512;    3;  12.8;   4.9;    3;   0.1;   8;    5.150; 310;   5.3;   6.1;  711.06;    1.3;   90.25;    4.4;   -0.7;-999;eor
       5792;20180513;    3;  16.1;   5.8;    3;   0.0;   7;    8.417; 305;   4.3;   5.8;  706.61;    1.2;   86.38;    3.5;   -1.8;-999;eor
       5792;20180514;    3;  17.9;   6.8;    3;  38.8;   8;    6.517; 300;   5.7;   5.3;  703.88;   -0.8;   91.33;    2.2;   -2.5;-999;eor
       5792;20180515;    3;  13.7;   4.0;    3;  24.7;   7;    0.500; 310;   8.0;   4.4;  703.74;   -4.1;   97.88;   -2.2;   -5.7;-999;eor
       5792;20180516;    3;  14.5;   5.9;    3;  17.5;   7;    0.000; 323;   8.0;   4.3;  705.52;   -4.4;   96.42;   -3.3;   -5.2;-999;eor
       5792;20180517;    3;  10.9;   3.8;    3;   6.9;   7;    0.333; 343;   8.0;   4.5;  708.62;   -3.6;   96.17;   -2.3;   -5.0;-999;eor
       5792;20180518;    3;  10.5;   3.2;    3;  10.6;   7;    5.517; 343;   7.0;   4.5;  711.11;   -3.0;   90.25;    0.3;   -5.3;-999;eor
       5792;20180519;    1;   8.0;   2.9;    3;   1.8;   7;    6.167; 345;   6.0;   4.7;  710.91;   -2.0;   89.50;    1.5;   -3.7;-999;eor
       5792;20180520;    1;  17.0;   5.7;    1;   1.0;   8;    5.300; 345;   7.7;   5.4;  711.15;   -0.9;   94.17;    2.0;   -2.5;-999;eor
       5792;20180521;    1;  14.9;   4.9;    1;   2.6;   7;    9.500; 340;   4.7;   5.2;  710.30;   -0.1;   85.92;    2.5;   -2.6;-999;eor
       5792;20180522;    1;  10.2;   3.6;    1;   0.1;   7;    6.583; 330;   7.0;   5.5;  709.58;    0.6;   85.88;    2.7;   -0.6;-999;eor
       5792;20180523;    1;  10.3;   3.4;    1;   2.1;   7;    5.350; 325;   6.3;   5.9;  712.43;    1.4;   86.92;    5.1;   -1.0;-999;eor
       5792;20180524;    1;   8.3;   2.9;    1;   4.8;   7;    4.100; 320;   7.3;   6.2;  713.68;    1.5;   90.92;    5.5;   -0.1;-999;eor
       5792;20180525;    1;  10.6;   3.3;    1;   1.9;   8;    9.133; 315;   4.3;   6.3;  714.80;    1.8;   91.25;    5.7;   -0.9;-999;eor
       5792;20180526;    1;  10.3;   4.5;    1;   0.0;   0;   10.817; 310;   5.7;  -999;  717.46;    3.9;-999;    6.7;    1.5;-999;eor
       5792;20180527;    1;  13.0;   3.3;    1;  10.5;   8;    6.550; 300;   6.7;  -999;  717.11;    4.7;-999;    7.9;    2.9;-999;eor
       5792;20180528;    1;  17.5;   5.1;    1;   0.0;   0;    9.633; 295;   6.3;  -999;  715.96;    4.7;-999;    7.8;    2.7;-999;eor
       5792;20180529;    1;  15.6;   6.6;    1;   0.0;   6;    3.117; 290;   5.7;  -999;  713.96;    4.4;-999;    7.2;    2.2;-999;eor
       5792;20180530;    1;  15.0;   6.4;    1;   4.8;   8;    8.533; 285;   5.0;   6.9;  714.28;    4.5;   81.50;    7.5;    1.7;-999;eor
       5792;20180531;    1;  12.3;   5.5;    1;   5.9;   8;    8.083; 280;   6.7;   6.8;  714.41;    4.9;   79.00;    8.3;    2.1;-999;eor
       5792;20180601;    1;   7.3;   3.0;    1;   1.0;   4;    1.000; 275;   7.7;   7.0;  715.12;    2.6;   94.75;    4.7;    1.0;-999;eor
