;STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
305;Station 57-92;20171017;10;11.8;5.1;3;0.0;0;9.683;38;3.7;2.5;719.85;5.5;27.63;7.5;4.0;-999;eor
306;Station 57-92;20171018;10;8.6;3.6;3;0.0;0;10.383;33;1.3;3.0;713.57;3.0;39.92;5.7;0.3;-999;eor
307;Station 57-92;20171019;10;10.1;4.3;3;0.0;0;10.4;29;1.3;3.4;712.26;1.8;49.0;4.9;0.0;-999;eor
308;Station 57-92;20171020;10;11.5;4.8;3;0.0;0;9.65;26;3.0;4.3;713.01;2.0;60.75;4.7;0.2;-999;eor
309;Station 57-92;20171021;10;19.6;6.8;3;8.3;7;4.367;23;5.7;5.2;712.81;0.1;84.29;1.7;-2.1;-999;eor
310;Station 57-92;20171022;10;21.8;7.5;3;26.9;7;0.017;23;8.0;3.4;706.52;-7.4;95.54;-1.6;-9.8;-999;eor
311;Station 57-92;20171023;10;16.7;6.7;3;23.4;7;0.0;43;8.0;3.0;707.17;-9.1;96.13;-7.9;-10.0;-999;eor
312;Station 57-92;20171024;10;14.3;5.6;3;0.8;7;6.983;52;5.0;3.5;714.3;-5.7;85.75;-1.2;-8.7;-999;eor
313;Station 57-92;20171025;10;14.9;6.2;3;0.0;0;6.15;52;5.7;4.4;718.69;0.8;68.13;2.8;-2.6;-999;eor
314;Station 57-92;20171026;10;21.7;8.6;3;0.0;7;9.433;45;5.0;3.7;719.35;1.4;55.42;3.5;-0.6;-999;eor
315;Station 57-92;20171027;10;29.3;9.5;3;30.8;7;0.0;40;8.0;4.2;713.0;-4.9;95.92;-0.4;-10.3;-999;eor
316;Station 57-92;20171028;10;25.3;10.5;3;11.7;7;5.9670000000000005;66;6.7;2.1;709.82;-8.5;66.21;-2.8;-11.0;-999;eor
317;Station 57-92;20171029;10;41.9;15.2;3;29.6;7;0.0;70;8.0;4.1;703.0;-5.2;96.13;-2.0;-11.0;-999;eor
318;Station 57-92;20171030;10;16.9;8.1;3;0.0;0;9.883;90;1.3;1.6;707.15;-10.9;62.96;-5.8;-14.3;-999;eor
319;Station 57-92;20171031;10;13.0;6.2;3;0.0;0;10.017000000000001;80;2.7;2.8;712.01;-6.0;70.88;-4.7;-7.6;-999;eor
320;Station 57-92;20171101;3;12.0;5.3;3;0.3;7;0.0;70;8.0;4.4;713.19;-3.6;92.33;-2.3;-6.2;-999;eor
321;Station 57-92;20171102;3;20.6;9.6;3;1.5;7;0.3;65;7.3;3.7;709.62;-3.6;80.67;-1.5;-5.8;-999;eor
322;Station 57-92;20171103;3;17.3;7.8;3;0.0;7;7.367000000000001;65;3.7;2.8;708.49;-3.1;62.33;1.8;-5.5;-999;eor
323;Station 57-92;20171104;3;26.3;9.0;3;0.0;0;5.882999999999999;59;6.7;3.0;708.03;-1.4;55.79;0.7;-3.3;-999;eor
324;Station 57-92;20171105;3;35.3;10.3;3;42.1;7;0.75;57;7.7;3.7;702.27;-5.5;89.17;-1.7;-11.6;-999;eor
325;Station 57-92;20171106;3;23.5;5.7;3;9.7;7;0.0;105;7.7;2.5;702.88;-10.9;93.75;-6.5;-13.0;-999;eor
326;Station 57-92;20171107;3;25.3;9.6;3;2.9;7;6.7;112;6.7;3.7;703.48;-5.5;91.79;-3.7;-7.5;-999;eor
327;Station 57-92;20171108;3;19.2;5.3;3;0.1;7;8.367;104;4.0;3.0;703.75;-7.5;87.33;-4.4;-8.6;-999;eor
328;Station 57-92;20171109;3;10.5;3.8;3;0.0;0;9.367;98;1.0;2.8;707.75;-7.1;77.75;-3.3;-8.5;-999;eor
329;Station 57-92;20171110;3;23.3;9.8;3;18.7;7;2.6;97;6.0;2.7;706.88;-7.4;76.54;-6.0;-8.8;-999;eor
330;Station 57-92;20171111;3;30.5;13.4;3;28.2;7;0.0;130;8.0;3.4;702.37;-7.4;96.67;-5.9;-9.5;-999;eor
331;Station 57-92;20171112;3;37.8;12.8;3;25.5;7;0.0;160;8.0;3.4;695.68;-7.4;95.04;-4.5;-14.9;-999;eor
332;Station 57-92;20171113;3;12.6;4.1;3;19.3;7;0.0;195;8.0;1.7;696.77;-15.2;91.63;-14.2;-16.0;-999;eor
333;Station 57-92;20171114;3;14.6;5.5;3;0.0;0;8.933;230;3.7;1.3;706.37;-11.9;54.21;-5.9;-16.8;-999;eor
334;Station 57-92;20171115;3;15.5;6.8;3;0.0;0;9.317;200;2.0;2.3;710.15;-4.1;51.13;2.4;-6.9;-999;eor
335;Station 57-92;20171116;3;11.9;4.3;3;0.0;0;8.433;190;2.3;2.9;709.92;-2.5;56.04;4.4;-5.9;-999;eor
336;Station 57-92;20171117;3;14.2;4.7;3;0.0;7;0.65;170;6.0;2.6;709.0;-7.3;73.33;-4.5;-9.1;-999;eor
337;Station 57-92;20171118;3;20.8;7.7;3;8.5;7;8.817;155;4.0;1.2;705.64;-10.2;42.33;-7.8;-12.3;-999;eor
338;Station 57-92;20171119;3;23.7;10.1;3;23.6;7;0.0;155;8.0;1.9;701.51;-13.3;87.33;-10.1;-15.7;-999;eor
339;Station 57-92;20171120;3;31.2;12.9;3;17.9;7;0.15;175;6.3;2.1;704.55;-11.8;82.79;-6.5;-15.7;-999;eor
340;Station 57-92;20171121;3;29.5;13.3;3;3.0;7;0.0;185;8.0;3.8;706.82;-5.4;93.83;-2.9;-7.4;-999;eor
341;Station 57-92;20171122;3;25.3;13.6;3;0.0;0;8.1;155;5.7;1.9;708.2;-2.7;40.17;1.0;-5.9;-999;eor
342;Station 57-92;20171123;3;16.9;8.4;3;0.0;0;6.85;140;4.7;2.3;708.4;-1.7;46.83;1.4;-4.4;-999;eor
343;Station 57-92;20171124;3;21.0;9.5;3;0.0;0;6.85;125;5.7;2.9;708.71;-3.3;61.5;-2.6;-4.7;-999;eor
344;Station 57-92;20171125;3;35.9;11.5;3;15.8;7;1.3330000000000002;125;7.7;2.9;701.85;-7.5;81.96;-3.1;-13.5;-999;eor
345;Station 57-92;20171126;3;15.9;6.8;3;10.4;7;0.083;155;8.0;1.6;703.08;-16.6;92.17;-13.2;-17.9;-999;eor
346;Station 57-92;20171127;3;25.7;8.0;3;2.9;7;2.083;165;6.7;1.9;704.72;-14.0;90.75;-7.9;-17.5;-999;eor
347;Station 57-92;20171128;3;27.1;11.7;3;0.0;7;0.11699999999999999;155;7.3;2.8;698.87;-9.0;89.92;-7.2;-11.3;-999;eor
348;Station 57-92;20171129;3;19.4;4.9;3;17.7;7;0.6;145;8.0;2.1;692.64;-12.4;89.46;-10.2;-15.1;-999;eor
349;Station 57-92;20171130;3;17.8;7.1;3;5.0;7;0.017;180;8.0;1.4;690.15;-17.1;89.63;-15.0;-18.0;-999;eor
350;Station 57-92;20171201;3;12.5;4.9;3;0.0;7;8.217;180;3.7;1.2;694.02;-17.5;77.88;-14.8;-18.2;-999;eor
351;Station 57-92;20171202;3;12.6;6.0;3;0.0;0;8.482999999999999;175;2.3;1.0;700.29;-15.1;53.58;-10.0;-18.1;-999;eor
352;Station 57-92;20171203;3;13.5;5.4;3;8.6;7;8.05;175;3.3;1.0;702.49;-16.3;60.46;-13.7;-18.3;-999;eor
353;Station 57-92;20171204;3;20.8;9.1;3;27.3;7;0.0;180;8.0;2.1;708.61;-12.9;90.29;-12.3;-14.7;-999;eor
354;Station 57-92;20171205;3;16.2;7.4;3;0.0;0;0.0;195;5.7;2.3;714.92;-11.2;88.96;-8.9;-13.8;-999;eor
355;Station 57-92;20171206;3;11.6;5.5;3;0.0;0;8.55;185;1.0;1.8;716.48;-6.0;47.42;-2.6;-9.5;-999;eor
356;Station 57-92;20171207;3;32.0;13.0;3;0.1;7;8.567;180;1.7;1.4;710.55;-6.0;35.38;-3.1;-6.9;-999;eor
357;Station 57-92;20171208;3;32.5;13.7;3;17.7;7;0.0;175;8.0;2.1;698.51;-11.6;82.08;-5.8;-18.4;-999;eor
358;Station 57-92;20171209;3;24.2;9.4;3;3.5;7;2.65;210;7.0;1.0;694.33;-20.4;84.63;-17.8;-21.9;-999;eor
359;Station 57-92;20171210;3;48.8;21.4;3;1.5;7;0.6;205;7.3;2.2;688.58;-11.1;73.38;-6.1;-18.8;-999;eor
360;Station 57-92;20171211;3;50.0;20.9;3;5.6;7;0.267;190;7.0;3.6;685.89;-5.9;91.08;-4.9;-9.0;-999;eor
361;Station 57-92;20171212;3;28.5;9.5;3;3.6;7;0.083;195;8.0;2.3;694.97;-12.0;91.17;-7.8;-16.7;-999;eor
362;Station 57-92;20171213;3;41.6;15.3;3;0.9;7;6.367000000000001;195;4.0;1.4;698.12;-12.9;60.33;-6.6;-17.9;-999;eor
363;Station 57-92;20171214;3;39.5;15.7;3;20.8;7;0.067;195;8.0;2.4;691.28;-10.8;88.5;-7.4;-13.5;-999;eor
364;Station 57-92;20171215;3;27.8;9.7;3;1.2;7;3.867;215;6.7;1.8;688.52;-14.2;87.21;-10.6;-16.3;-999;eor
365;Station 57-92;20171216;3;12.5;5.3;3;18.6;7;0.0;215;8.0;1.7;693.78;-15.7;92.13;-13.9;-17.0;-999;eor
366;Station 57-92;20171217;3;13.6;6.2;3;12.3;7;0.0;245;8.0;1.4;701.01;-17.7;91.17;-16.4;-19.3;-999;eor
367;Station 57-92;20171218;3;13.6;7.1;3;4.8;7;0.067;270;7.7;1.6;702.98;-15.7;88.46;-13.5;-19.3;-999;eor
368;Station 57-92;20171219;3;13.7;6.9;3;2.7;7;7.95;275;4.0;1.5;709.11;-15.0;76.92;-12.5;-16.3;-999;eor
369;Station 57-92;20171220;3;10.3;4.5;3;0.6;7;5.933;260;3.0;1.5;711.48;-13.4;71.13;-9.7;-15.1;-999;eor
370;Station 57-92;20171221;3;19.5;8.2;3;16.8;7;3.15;240;6.7;2.8;716.07;-7.9;80.96;-5.8;-11.2;-999;eor
371;Station 57-92;20171222;3;15.3;7.3;3;11.4;7;0.0;255;8.0;3.3;716.27;-7.5;94.42;-6.3;-9.1;-999;eor
372;Station 57-92;20171223;3;15.9;7.7;3;0.0;0;7.4;250;2.3;2.5;717.17;-8.0;75.13;-5.4;-11.3;-999;eor
373;Station 57-92;20171224;3;17.4;8.5;3;0.0;0;8.433;235;0.3;1.8;716.47;-3.9;39.88;-1.8;-5.9;-999;eor
374;Station 57-92;20171225;3;20.9;11.2;3;0.0;0;8.4;230;0.7;1.2;711.86;-1.0;20.96;0.9;-3.3;-999;eor
375;Station 57-92;20171226;3;31.8;12.6;3;0.0;0;7.05;230;6.3;2.2;699.98;-7.8;67.0;-3.1;-10.7;-999;eor
376;Station 57-92;20171227;3;35.4;12.0;3;9.7;7;3.467;225;7.3;2.5;685.08;-10.2;87.63;-8.8;-15.0;-999;eor
377;Station 57-92;20171228;3;24.5;9.8;3;14.8;7;0.0;230;8.0;1.4;685.48;-16.8;87.58;-14.9;-19.7;-999;eor
378;Station 57-92;20171229;3;32.2;10.6;3;11.0;7;6.933;240;3.0;1.4;693.16;-17.2;84.75;-10.7;-21.0;-999;eor
379;Station 57-92;20171230;3;33.2;14.7;3;18.3;7;0.0;255;7.7;3.2;698.93;-8.4;91.04;-3.4;-15.2;-999;eor
380;Station 57-92;20171231;3;32.5;16.4;3;3.4;7;7.933;270;3.3;2.5;705.05;-4.1;60.0;0.3;-7.8;-999;eor
381;Station 57-92;20180101;3;31.4;11.8;3;5.3;7;2.133;263;6.0;2.2;698.43;-10.2;78.67;-5.2;-13.2;-999;eor
382;Station 57-92;20180102;3;27.2;11.5;3;14.2;7;0.067;260;6.7;1.9;698.88;-13.4;87.58;-7.2;-15.8;-999;eor
383;Station 57-92;20180103;3;48.6;18.3;3;14.4;7;0.017;270;8.0;3.0;694.87;-8.8;92.08;-4.1;-13.7;-999;eor
384;Station 57-92;20180104;3;35.7;15.8;3;39.5;7;0.0;280;8.0;3.6;694.91;-7.0;95.38;-3.3;-12.9;-999;eor
385;Station 57-92;20180105;3;30.6;13.6;3;0.0;7;4.567;310;6.7;3.6;698.36;-5.0;84.75;-3.1;-6.7;-999;eor
386;Station 57-92;20180106;3;27.0;13.7;3;0.0;0;8.167;305;3.7;2.8;700.52;-5.9;72.0;-3.9;-6.8;-999;eor
387;Station 57-92;20180107;3;29.3;11.4;3;0.0;0;0.0;305;7.0;2.9;707.02;-5.8;72.71;-3.2;-7.1;-999;eor
388;Station 57-92;20180108;3;44.2;14.7;3;0.0;7;3.767;305;3.7;3.1;709.18;-6.1;79.38;-3.5;-7.2;-999;eor
389;Station 57-92;20180109;3;45.3;16.7;3;2.5;7;5.817;305;5.0;2.9;704.37;-7.4;81.83;-5.2;-9.9;-999;eor
390;Station 57-92;20180110;3;19.6;5.5;3;0.0;0;8.35;305;4.3;2.2;701.38;-9.7;73.25;-8.0;-11.9;-999;eor
391;Station 57-92;20180111;3;12.1;3.1;3;6.5;7;0.0;300;8.0;2.4;701.07;-10.9;89.96;-9.7;-11.9;-999;eor
392;Station 57-92;20180112;3;15.7;7.0;3;0.0;0;8.35;305;2.7;1.8;705.63;-11.1;71.54;-9.3;-12.3;-999;eor
393;Station 57-92;20180113;3;7.8;3.5;3;0.0;0;8.767000000000001;300;0.3;1.5;706.1;-8.2;44.96;-1.8;-9.7;-999;eor
394;Station 57-92;20180114;3;15.7;6.5;3;0.0;0;7.9;300;2.7;1.7;703.21;-11.5;67.79;-8.6;-13.7;-999;eor
395;Station 57-92;20180115;3;34.8;11.0;3;1.6;7;5.667000000000001;295;3.0;1.8;701.36;-12.0;75.46;-8.4;-13.8;-999;eor
396;Station 57-92;20180116;3;39.8;17.7;3;28.5;7;0.05;290;8.0;2.7;691.93;-9.7;90.88;-9.1;-11.5;-999;eor
397;Station 57-92;20180117;3;35.0;10.9;3;24.0;7;0.0;320;8.0;1.6;689.85;-15.7;88.21;-11.3;-18.3;-999;eor
398;Station 57-92;20180118;3;43.8;18.3;3;20.3;7;0.1;335;8.0;2.5;695.56;-10.9;93.0;-7.9;-16.3;-999;eor
399;Station 57-92;20180119;3;30.7;10.6;3;32.6;7;0.25;360;8.0;2.1;695.97;-12.9;90.08;-8.2;-15.4;-999;eor
400;Station 57-92;20180120;3;41.7;16.1;3;29.8;7;1.117;395;8.0;1.9;693.3;-13.7;88.38;-9.1;-17.0;-999;eor
401;Station 57-92;20180121;3;28.9;10.8;3;26.4;7;0.017;420;7.3;1.8;695.41;-14.4;87.46;-9.5;-18.5;-999;eor
402;Station 57-92;20180122;3;32.2;13.0;3;45.5;7;0.0;440;8.0;3.3;700.27;-7.3;93.5;-5.7;-10.0;-999;eor
403;Station 57-92;20180123;3;23.0;8.9;3;4.5;7;5.132999999999999;475;4.3;2.4;709.19;-9.8;84.04;-8.2;-11.4;-999;eor
404;Station 57-92;20180124;3;22.9;9.5;3;0.0;7;7.132999999999999;455;7.3;3.2;713.73;-4.4;72.38;-2.0;-9.1;-999;eor
405;Station 57-92;20180125;3;24.8;9.4;3;0.0;0;5.433;440;7.3;2.5;709.09;-4.0;54.54;-1.7;-7.2;-999;eor
406;Station 57-92;20180126;3;27.3;11.8;3;0.0;0;3.2;435;4.3;2.7;706.54;-6.7;72.04;-4.8;-8.0;-999;eor
407;Station 57-92;20180127;3;19.5;10.1;3;0.0;0;9.033;430;2.7;3.0;713.92;-6.2;77.75;-4.7;-7.6;-999;eor
408;Station 57-92;20180128;3;21.7;9.4;3;0.0;7;0.1;425;7.0;3.3;718.99;-6.0;81.79;-3.4;-8.5;-999;eor
409;Station 57-92;20180129;3;22.1;8.2;3;0.0;7;9.45;415;1.0;2.9;717.72;-4.2;65.42;-1.0;-7.3;-999;eor
410;Station 57-92;20180130;3;21.4;10.2;3;0.0;7;7.832999999999999;405;5.0;1.7;713.25;-6.2;46.79;-3.2;-9.3;-999;eor
411;Station 57-92;20180131;3;27.2;13.2;3;0.0;7;5.95;400;3.0;2.3;704.8;-5.6;57.42;-3.2;-8.1;-999;eor
412;Station 57-92;20180201;3;28.3;10.3;3;11.6;7;0.0;400;8.0;2.1;692.59;-12.6;87.25;-7.4;-16.2;-999;eor
413;Station 57-92;20180202;3;13.3;5.9;3;0.2;7;5.367000000000001;420;5.7;1.3;692.15;-16.7;75.92;-15.3;-18.1;-999;eor
414;Station 57-92;20180203;3;9.4;4.3;3;1.8;7;0.067;420;8.0;1.3;690.51;-17.8;86.5;-16.5;-18.6;-999;eor
415;Station 57-92;20180204;3;13.0;4.1;3;0.0;7;1.217;405;5.7;1.3;695.53;-17.5;85.38;-16.0;-18.5;-999;eor
416;Station 57-92;20180205;3;22.1;9.8;3;0.1;7;6.0329999999999995;400;5.7;1.7;701.16;-13.1;75.83;-10.8;-16.4;-999;eor
417;Station 57-92;20180206;3;13.6;6.7;3;0.0;7;5.75;390;6.0;1.9;698.53;-10.4;67.17;-7.6;-11.8;-999;eor
418;Station 57-92;20180207;3;9.5;3.5;3;1.1;7;1.933;390;7.3;2.2;695.57;-11.3;84.71;-9.7;-13.2;-999;eor
419;Station 57-92;20180208;3;11.5;2.5;3;0.1;7;6.882999999999999;390;4.3;2.0;698.86;-12.3;85.13;-9.6;-13.1;-999;eor
420;Station 57-92;20180209;3;16.4;5.6;3;0.3;7;9.433;385;1.7;1.7;698.72;-13.1;77.58;-10.5;-14.3;-999;eor
421;Station 57-92;20180210;3;9.6;2.9;3;0.2;7;5.1;380;3.0;1.6;697.83;-15.0;83.75;-12.6;-17.0;-999;eor
422;Station 57-92;20180211;3;22.7;8.4;3;11.2;7;1.4;380;6.0;2.2;695.57;-11.0;80.92;-7.9;-14.5;-999;eor
423;Station 57-92;20180212;3;16.0;5.6;3;11.3;7;0.183;390;8.0;1.4;695.24;-17.7;89.75;-13.8;-20.3;-999;eor
424;Station 57-92;20180213;3;11.0;4.5;3;0.0;0;9.917;410;0.7;0.8;694.16;-19.8;61.29;-17.3;-22.2;-999;eor
425;Station 57-92;20180214;3;11.2;6.1;3;0.0;0;10.167;385;0.3;0.6;696.0;-19.3;42.0;-17.0;-20.4;-999;eor
426;Station 57-92;20180215;3;23.6;10.6;3;29.1;7;0.05;380;7.7;2.4;703.4;-9.0;65.54;-4.4;-17.2;-999;eor
427;Station 57-92;20180216;3;25.7;10.9;3;11.5;7;0.0;400;8.0;3.6;708.8;-6.5;96.5;-4.4;-8.2;-999;eor
428;Station 57-92;20180217;3;27.3;12.4;3;5.1;7;1.383;400;7.3;3.3;704.65;-7.0;91.38;-4.8;-11.5;-999;eor
429;Station 57-92;20180218;3;17.8;5.6;3;0.0;7;8.633;400;4.3;1.9;703.4;-13.1;83.88;-11.4;-14.1;-999;eor
430;Station 57-92;20180219;3;12.7;5.4;3;0.0;0;9.85;395;3.0;1.7;699.3;-12.7;70.04;-8.0;-16.1;-999;eor
431;Station 57-92;20180220;3;11.5;4.0;3;1.2;7;3.7;390;6.7;1.3;694.55;-16.2;73.71;-12.8;-18.7;-999;eor
432;Station 57-92;20180221;3;22.1;8.9;3;1.2;7;6.582999999999999;390;6.0;1.4;695.49;-16.7;85.92;-14.6;-19.1;-999;eor
433;Station 57-92;20180222;3;21.3;10.6;3;0.0;0;5.2829999999999995;390;6.0;1.8;694.08;-13.8;86.17;-12.4;-15.8;-999;eor
434;Station 57-92;20180223;3;20.3;9.3;3;0.0;0;8.917;390;5.0;2.2;696.48;-10.3;76.79;-7.7;-13.0;-999;eor
435;Station 57-92;20180224;3;11.1;4.3;3;0.0;0;10.817;385;1.7;2.2;699.47;-7.4;62.5;-4.8;-11.1;-999;eor
436;Station 57-92;20180225;3;13.6;4.8;3;0.0;0;10.417;385;1.3;0.4;694.12;-19.0;30.42;-11.0;-26.8;-999;eor
437;Station 57-92;20180226;3;19.1;6.7;3;0.0;0;9.833;380;2.7;0.4;687.8;-27.8;59.29;-26.3;-30.5;-999;eor
438;Station 57-92;20180227;3;17.1;6.4;3;0.0;0;8.95;380;5.7;0.5;685.37;-26.5;76.25;-24.0;-28.9;-999;eor
439;Station 57-92;20180228;3;18.5;6.2;3;0.0;7;10.167;380;3.3;0.6;690.0;-19.8;47.63;-11.5;-25.1;-999;eor
440;Station 57-92;20180301;3;17.4;8.2;3;0.5;7;2.333;380;7.3;2.9;691.63;-7.9;84.71;-4.8;-12.7;-999;eor
441;Station 57-92;20180302;3;25.0;10.4;3;1.6;7;5.4;380;5.0;2.9;687.8;-7.3;81.17;-4.4;-13.8;-999;eor
442;Station 57-92;20180303;3;22.0;9.1;3;3.3;7;4.45;380;6.7;1.8;688.7;-10.2;64.29;-6.3;-14.0;-999;eor
443;Station 57-92;20180304;3;22.6;10.2;3;0.3;7;10.55;380;3.0;1.9;692.62;-8.6;63.13;-5.2;-11.8;-999;eor
444;Station 57-92;20180305;3;17.5;7.1;3;1.1;7;5.667000000000001;380;7.3;2.6;689.8;-8.9;83.0;-7.1;-10.6;-999;eor
445;Station 57-92;20180306;3;14.6;5.4;3;7.3;7;0.0;375;7.7;2.5;685.5;-10.3;90.54;-8.5;-11.9;-999;eor
446;Station 57-92;20180307;3;19.9;6.8;3;11.6;7;0.0;380;8.0;2.3;689.72;-11.5;89.79;-8.2;-13.6;-999;eor
447;Station 57-92;20180308;3;24.4;11.9;3;0.3;7;7.3;385;6.3;1.6;695.93;-12.2;68.96;-9.6;-14.1;-999;eor
448;Station 57-92;20180309;3;29.1;14.7;3;0.0;7;0.233;375;7.3;3.2;701.18;-7.2;86.5;-3.7;-11.4;-999;eor
449;Station 57-92;20180310;3;26.0;11.1;3;2.1;7;0.0;375;7.7;4.0;701.56;-4.0;88.63;-2.5;-4.9;-999;eor
450;Station 57-92;20180311;3;28.6;10.3;3;0.3;7;0.733;375;6.7;3.7;696.77;-4.3;83.71;-2.2;-5.6;-999;eor
451;Station 57-92;20180312;3;26.1;10.3;3;5.8;7;3.1830000000000003;375;7.7;3.2;693.13;-7.6;93.17;-5.5;-9.5;-999;eor
452;Station 57-92;20180313;3;24.7;9.7;3;10.8;7;4.083;380;6.7;2.6;697.03;-10.1;91.0;-9.0;-11.8;-999;eor
453;Station 57-92;20180314;3;17.2;7.9;3;0.0;7;5.4;390;5.3;2.3;699.25;-10.4;83.71;-8.5;-12.2;-999;eor
454;Station 57-92;20180315;3;30.1;8.9;3;12.5;7;3.15;380;6.7;2.2;694.05;-6.7;58.92;-4.3;-9.9;-999;eor
455;Station 57-92;20180316;3;17.7;6.9;3;0.1;7;2.4330000000000003;390;7.3;2.8;694.07;-9.4;91.42;-7.6;-11.6;-999;eor
456;Station 57-92;20180317;3;17.4;7.7;3;2.1;7;4.967;390;7.0;2.8;688.63;-8.9;88.54;-6.8;-10.3;-999;eor
457;Station 57-92;20180318;3;12.5;6.0;3;1.8;7;6.2170000000000005;390;7.3;2.5;688.16;-10.0;88.33;-7.4;-11.7;-999;eor
458;Station 57-92;20180319;3;10.9;4.0;3;5.7;7;0.05;390;8.0;2.0;690.12;-12.7;88.42;-11.4;-14.8;-999;eor
459;Station 57-92;20180320;3;13.1;5.3;3;3.9;7;6.2829999999999995;395;5.0;1.4;693.7;-17.1;81.0;-14.0;-22.2;-999;eor
460;Station 57-92;20180321;3;13.6;4.6;3;4.0;7;5.6;395;5.3;1.1;700.75;-17.4;70.25;-13.8;-19.5;-999;eor
461;Station 57-92;20180322;3;14.6;6.8;3;7.5;7;8.067;395;5.3;1.1;699.57;-14.7;58.58;-11.0;-16.3;-999;eor
462;Station 57-92;20180323;3;13.0;5.4;3;1.1;7;2.8169999999999997;420;7.7;1.9;693.73;-13.7;86.67;-7.4;-15.6;-999;eor
463;Station 57-92;20180324;3;9.9;4.5;3;0.0;0;12.417;415;2.0;1.1;692.01;-9.4;39.17;-4.6;-14.5;-999;eor
464;Station 57-92;20180325;3;9.4;2.8;3;0.5;7;9.3;410;5.3;1.9;696.37;-8.9;59.88;-5.9;-10.9;-999;eor
465;Station 57-92;20180326;3;12.1;5.2;3;11.2;7;0.0;405;8.0;2.4;699.57;-11.0;90.17;-10.0;-12.4;-999;eor
466;Station 57-92;20180327;3;25.4;8.6;3;22.6;7;1.8;415;7.7;2.2;699.84;-12.2;89.17;-8.8;-13.7;-999;eor
467;Station 57-92;20180328;3;33.1;14.2;3;7.5;7;0.133;425;8.0;3.5;698.2;-7.1;96.29;-5.2;-9.0;-999;eor
468;Station 57-92;20180329;3;21.2;8.3;3;3.9;7;1.7830000000000001;430;8.0;3.1;697.15;-8.3;94.04;-5.9;-10.1;-999;eor
469;Station 57-92;20180330;3;29.7;10.8;3;2.5;7;5.083;435;5.3;3.2;695.79;-7.3;91.38;-6.0;-8.9;-999;eor
470;Station 57-92;20180331;3;16.9;6.1;3;16.5;7;3.967;425;7.7;2.8;690.88;-9.2;91.46;-6.0;-12.8;-999;eor
471;Station 57-92;20180401;3;24.1;10.1;3;7.0;7;0.35;440;8.0;2.2;696.42;-12.5;94.0;-11.6;-13.7;-999;eor
472;Station 57-92;20180402;3;24.3;13.0;3;0.0;0;9.283;440;4.3;2.5;702.17;-7.6;68.46;-2.4;-14.3;-999;eor
473;Station 57-92;20180403;3;32.5;13.0;3;0.0;0;6.832999999999999;435;7.0;3.7;703.73;-3.2;75.92;-1.2;-5.4;-999;eor
474;Station 57-92;20180404;3;36.9;13.3;3;0.5;7;8.417;425;6.7;3.6;702.61;-3.7;77.63;-1.8;-6.2;-999;eor
475;Station 57-92;20180405;3;21.3;8.0;3;6.3;7;1.883;425;7.3;3.3;704.38;-7.6;94.04;-6.2;-11.3;-999;eor
476;Station 57-92;20180406;3;12.5;6.1;3;0.0;0;13.133;425;3.3;1.0;709.47;-2.9;25.58;1.8;-12.2;-999;eor
477;Station 57-92;20180407;3;13.7;3.2;3;0.0;0;13.1;420;0.0;2.0;709.65;1.4;30.29;6.3;-1.1;-999;eor
478;Station 57-92;20180408;3;20.6;9.0;3;0.0;0;12.183;415;2.0;3.1;706.61;0.4;49.29;1.8;-0.9;-999;eor
479;Station 57-92;20180409;3;19.3;7.5;3;0.0;0;0.6829999999999999;415;7.0;3.0;703.1;-1.8;57.17;1.6;-4.5;-999;eor
480;Station 57-92;20180410;3;17.4;6.5;3;0.0;0;9.067;410;6.0;3.5;700.18;-3.7;76.13;-0.8;-6.6;-999;eor
481;Station 57-92;20180411;3;27.9;9.0;3;0.0;0;9.067;410;4.0;2.9;699.77;-5.4;70.83;-3.5;-8.9;-999;eor
482;Station 57-92;20180412;3;38.2;14.9;3;1.3;7;7.7;405;6.0;3.4;698.17;-4.8;79.13;-3.6;-5.7;-999;eor
483;Station 57-92;20180413;3;26.6;7.9;3;0.0;7;6.2;405;7.0;3.1;702.52;-5.8;77.13;-3.9;-7.9;-999;eor
484;Station 57-92;20180414;3;15.9;6.5;3;0.0;0;11.867;405;5.0;2.7;710.78;-2.1;51.5;1.9;-6.6;-999;eor
485;Station 57-92;20180415;3;17.4;7.2;3;7.2;7;2.3169999999999997;400;7.7;3.6;707.94;-0.8;63.75;0.9;-2.8;-999;eor
486;Station 57-92;20180416;3;8.2;3.4;3;6.5;7;0.0;400;8.0;4.7;707.64;-3.1;96.88;-2.2;-4.2;-999;eor
487;Station 57-92;20180417;3;7.4;2.7;3;0.0;0;7.45;405;7.3;4.4;715.64;-3.3;92.29;-0.9;-4.6;-999;eor
488;Station 57-92;20180418;3;22.5;8.8;3;0.0;0;13.65;400;2.0;2.2;720.77;-0.5;37.17;1.6;-3.3;-999;eor
489;Station 57-92;20180419;3;14.6;6.8;3;0.0;0;13.583;400;0.7;2.7;721.45;3.5;34.58;7.2;0.4;-999;eor
490;Station 57-92;20180420;3;13.9;5.3;3;0.0;0;13.667;400;2.3;2.6;719.89;4.9;30.54;8.2;2.5;-999;eor
